delta,limit,batch_size,threads,cached,device_type,cpu,memory,consumption,timestamp,gpu
21,2000,1000,1,True,PC,6,17,74,2024-03-22 08:29:13.229394,0
23,2000,1000,1,True,PC,0,17,69,2024-03-22 08:29:13.253722,0
22,2000,1000,1,True,PC,6,17,74,2024-03-22 08:29:13.277874,0
22,2000,1000,1,True,PC,0,17,69,2024-03-22 08:29:13.302207,0
22,2000,1000,1,True,PC,0,17,69,2024-03-22 08:29:13.328084,0
24,2000,1000,1,True,PC,0,17,69,2024-03-22 08:29:13.353190,0
23,2000,1000,1,True,PC,0,17,69,2024-03-22 08:29:13.378221,0
22,2000,1000,1,True,PC,0,17,69,2024-03-22 08:29:13.402224,0
22,2000,1000,1,True,PC,0,17,69,2024-03-22 08:29:13.425731,0
87,2000,1000,1,False,PC,0,17,69,2024-03-22 08:29:13.515507,0
88,2000,1000,1,False,PC,0,17,69,2024-03-22 08:29:13.605920,0
84,2000,1000,1,False,PC,2,17,71,2024-03-22 08:29:13.692109,0
86,2000,1000,1,False,PC,1,17,70,2024-03-22 08:29:13.779801,0
87,2000,1000,1,False,PC,1,17,70,2024-03-22 08:29:13.869946,0
87,2000,1000,1,False,PC,2,17,71,2024-03-22 08:29:13.959561,0
88,2000,1000,1,False,PC,4,17,73,2024-03-22 08:29:14.050434,0
89,2000,1000,1,False,PC,3,17,72,2024-03-22 08:29:14.143367,0
95,2000,1000,1,False,PC,3,17,72,2024-03-22 08:29:14.242846,0
94,2000,1000,1,False,PC,3,17,72,2024-03-22 08:29:14.339293,0
106,2000,1000,5,True,PC,3,17,72,2024-03-22 08:29:14.449988,0
29,2000,1000,5,True,PC,0,17,69,2024-03-22 08:29:14.481218,0
25,2000,1000,5,True,PC,0,17,69,2024-03-22 08:29:14.509344,0
26,2000,1000,5,True,PC,0,17,69,2024-03-22 08:29:14.538578,0
25,2000,1000,5,True,PC,3,17,72,2024-03-22 08:29:14.565679,0
25,2000,1000,5,True,PC,0,17,69,2024-03-22 08:29:14.594378,0
29,2000,1000,5,True,PC,0,17,69,2024-03-22 08:29:14.627072,0
25,2000,1000,5,True,PC,6,17,75,2024-03-22 08:29:14.656654,0
27,2000,1000,5,True,PC,5,17,73,2024-03-22 08:29:14.685693,0
26,2000,1000,5,True,PC,3,17,72,2024-03-22 08:29:14.715395,0
119,2000,1000,5,False,PC,0,17,70,2024-03-22 08:29:14.836760,0
91,2000,1000,5,False,PC,0,17,69,2024-03-22 08:29:14.930540,0
107,2000,1000,5,False,PC,1,17,71,2024-03-22 08:29:15.040741,0
90,2000,1000,5,False,PC,0,17,69,2024-03-22 08:29:15.140084,0
91,2000,1000,5,False,PC,1,17,70,2024-03-22 08:29:15.233591,0
89,2000,1000,5,False,PC,0,17,69,2024-03-22 08:29:15.327489,0
106,2000,1000,5,False,PC,0,17,70,2024-03-22 08:29:15.435723,0
91,2000,1000,5,False,PC,0,17,69,2024-03-22 08:29:15.529807,0
100,2000,1000,5,False,PC,1,17,71,2024-03-22 08:29:15.631476,0
94,2000,1000,5,False,PC,0,17,69,2024-03-22 08:29:15.729670,0
92,2000,1000,10,True,PC,1,17,70,2024-03-22 08:29:15.824314,0
28,2000,1000,10,True,PC,0,17,69,2024-03-22 08:29:15.862778,0
32,2000,1000,10,True,PC,6,17,74,2024-03-22 08:29:15.904059,0
30,2000,1000,10,True,PC,7,17,75,2024-03-22 08:29:15.937391,0
28,2000,1000,10,True,PC,0,17,69,2024-03-22 08:29:15.968015,0
30,2000,1000,10,True,PC,0,17,69,2024-03-22 08:29:16.000447,0
28,2000,1000,10,True,PC,5,17,74,2024-03-22 08:29:16.030926,0
27,2000,1000,10,True,PC,10,17,78,2024-03-22 08:29:16.061849,0
28,2000,1000,10,True,PC,6,17,74,2024-03-22 08:29:16.092277,0
28,2000,1000,10,True,PC,0,17,69,2024-03-22 08:29:16.123604,0
115,2000,1000,10,False,PC,3,17,72,2024-03-22 08:29:16.241295,0
104,2000,1000,10,False,PC,4,17,73,2024-03-22 08:29:16.349325,0
94,2000,1000,10,False,PC,4,17,73,2024-03-22 08:29:16.446196,0
103,2000,1000,10,False,PC,2,17,71,2024-03-22 08:29:16.551990,0
120,2000,1000,10,False,PC,11,17,79,2024-03-22 08:29:16.675446,0
97,2000,1000,10,False,PC,20,17,86,2024-03-22 08:29:16.776772,0
99,2000,1000,10,False,PC,11,17,79,2024-03-22 08:29:16.878006,0
179,2000,1000,10,False,PC,5,17,73,2024-03-22 08:29:17.059895,0
92,2000,1000,10,False,PC,1,17,70,2024-03-22 08:29:17.153361,0
94,2000,1000,10,False,PC,0,17,69,2024-03-22 08:29:17.250388,0
97,2000,1000,20,True,PC,0,17,70,2024-03-22 08:29:17.349468,0
31,2000,1000,20,True,PC,6,17,75,2024-03-22 08:29:17.382907,0
28,2000,1000,20,True,PC,5,17,74,2024-03-22 08:29:17.412630,0
29,2000,1000,20,True,PC,3,17,72,2024-03-22 08:29:17.443218,0
29,2000,1000,20,True,PC,0,17,69,2024-03-22 08:29:17.474108,0
31,2000,1000,20,True,PC,6,17,74,2024-03-22 08:29:17.509011,0
32,2000,1000,20,True,PC,0,17,69,2024-03-22 08:29:17.543637,0
32,2000,1000,20,True,PC,5,17,74,2024-03-22 08:29:17.578122,0
31,2000,1000,20,True,PC,4,17,73,2024-03-22 08:29:17.612385,0
31,2000,1000,20,True,PC,0,17,69,2024-03-22 08:29:17.646714,0
123,2000,1000,20,False,PC,2,17,71,2024-03-22 08:29:17.773094,0
97,2000,1000,20,False,PC,1,17,70,2024-03-22 08:29:17.874041,0
96,2000,1000,20,False,PC,0,17,69,2024-03-22 08:29:17.971110,0
97,2000,1000,20,False,PC,1,17,70,2024-03-22 08:29:18.071530,0
97,2000,1000,20,False,PC,1,17,70,2024-03-22 08:29:18.171222,0
94,2000,1000,20,False,PC,0,17,70,2024-03-22 08:29:18.267421,0
109,2000,1000,20,False,PC,2,17,71,2024-03-22 08:29:18.379358,0
98,2000,1000,20,False,PC,0,17,69,2024-03-22 08:29:18.481145,0
103,2000,1000,20,False,PC,0,17,69,2024-03-22 08:29:18.586597,0
104,2000,1000,20,False,PC,0,17,70,2024-03-22 08:29:18.694478,0
136,2000,500,1,True,PC,4,17,73,2024-03-22 08:29:18.833287,0
21,2000,500,1,True,PC,0,17,69,2024-03-22 08:29:18.857292,0
21,2000,500,1,True,PC,0,17,69,2024-03-22 08:29:18.880389,0
21,2000,500,1,True,PC,6,17,74,2024-03-22 08:29:18.903507,0
20,2000,500,1,True,PC,0,17,69,2024-03-22 08:29:18.926489,0
23,2000,500,1,True,PC,6,17,74,2024-03-22 08:29:18.950662,0
24,2000,500,1,True,PC,3,17,72,2024-03-22 08:29:18.976001,0
23,2000,500,1,True,PC,0,17,69,2024-03-22 08:29:19.003095,0
22,2000,500,1,True,PC,5,17,74,2024-03-22 08:29:19.027775,0
23,2000,500,1,True,PC,0,17,69,2024-03-22 08:29:19.052788,0
142,2000,500,1,False,PC,2,17,71,2024-03-22 08:29:19.198000,0
145,2000,500,1,False,PC,1,17,70,2024-03-22 08:29:19.346714,0
141,2000,500,1,False,PC,4,17,73,2024-03-22 08:29:19.491656,0
134,2000,500,1,False,PC,1,17,70,2024-03-22 08:29:19.628033,0
136,2000,500,1,False,PC,0,17,70,2024-03-22 08:29:19.765093,0
137,2000,500,1,False,PC,0,17,70,2024-03-22 08:29:19.905039,0
133,2000,500,1,False,PC,0,17,70,2024-03-22 08:29:20.040165,0
133,2000,500,1,False,PC,1,17,70,2024-03-22 08:29:20.175432,0
132,2000,500,1,False,PC,0,17,70,2024-03-22 08:29:20.309010,0
137,2000,500,1,False,PC,0,17,70,2024-03-22 08:29:20.448583,0
136,2000,500,5,True,PC,0,17,69,2024-03-22 08:29:20.588161,0
25,2000,500,5,True,PC,0,17,69,2024-03-22 08:29:20.616142,0
25,2000,500,5,True,PC,3,17,72,2024-03-22 08:29:20.643579,0
25,2000,500,5,True,PC,0,17,69,2024-03-22 08:29:20.671484,0
25,2000,500,5,True,PC,0,17,69,2024-03-22 08:29:20.698787,0
26,2000,500,5,True,PC,6,17,74,2024-03-22 08:29:20.726738,0
25,2000,500,5,True,PC,0,17,69,2024-03-22 08:29:20.754081,0
24,2000,500,5,True,PC,0,17,69,2024-03-22 08:29:20.779921,0
24,2000,500,5,True,PC,3,17,72,2024-03-22 08:29:20.806576,0
26,2000,500,5,True,PC,0,17,69,2024-03-22 08:29:20.833901,0
158,2000,500,5,False,PC,0,17,70,2024-03-22 08:29:20.994267,0
149,2000,500,5,False,PC,0,17,70,2024-03-22 08:29:21.146288,0
134,2000,500,5,False,PC,0,17,70,2024-03-22 08:29:21.283825,0
141,2000,500,5,False,PC,0,17,69,2024-03-22 08:29:21.426960,0
138,2000,500,5,False,PC,0,17,70,2024-03-22 08:29:21.567572,0
144,2000,500,5,False,PC,1,17,70,2024-03-22 08:29:21.713589,0
139,2000,500,5,False,PC,0,17,70,2024-03-22 08:29:21.854870,0
135,2000,500,5,False,PC,0,17,69,2024-03-22 08:29:21.993587,0
151,2000,500,5,False,PC,0,17,69,2024-03-22 08:29:22.148779,0
136,2000,500,5,False,PC,0,17,69,2024-03-22 08:29:22.286567,0
139,2000,500,10,True,PC,0,17,69,2024-03-22 08:29:22.429439,0
27,2000,500,10,True,PC,0,17,69,2024-03-22 08:29:22.459618,0
27,2000,500,10,True,PC,0,17,69,2024-03-22 08:29:22.488525,0
27,2000,500,10,True,PC,0,17,69,2024-03-22 08:29:22.517561,0
26,2000,500,10,True,PC,0,17,69,2024-03-22 08:29:22.545191,0
27,2000,500,10,True,PC,3,17,72,2024-03-22 08:29:22.573945,0
25,2000,500,10,True,PC,0,17,69,2024-03-22 08:29:22.600824,0
27,2000,500,10,True,PC,3,17,72,2024-03-22 08:29:22.630502,0
27,2000,500,10,True,PC,0,17,69,2024-03-22 08:29:22.659801,0
27,2000,500,10,True,PC,0,17,69,2024-03-22 08:29:22.689221,0
139,2000,500,10,False,PC,0,17,69,2024-03-22 08:29:22.829653,0
136,2000,500,10,False,PC,0,17,69,2024-03-22 08:29:22.968846,0
144,2000,500,10,False,PC,0,17,69,2024-03-22 08:29:23.115917,0
140,2000,500,10,False,PC,0,17,70,2024-03-22 08:29:23.258119,0
139,2000,500,10,False,PC,0,17,69,2024-03-22 08:29:23.401114,0
142,2000,500,10,False,PC,0,17,70,2024-03-22 08:29:23.545439,0
136,2000,500,10,False,PC,0,17,69,2024-03-22 08:29:23.685309,0
166,2000,500,10,False,PC,0,17,69,2024-03-22 08:29:23.853761,0
139,2000,500,10,False,PC,1,17,70,2024-03-22 08:29:23.995050,0
166,2000,500,10,False,PC,0,17,69,2024-03-22 08:29:24.164208,0
150,2000,500,20,True,PC,1,17,70,2024-03-22 08:29:24.315983,0
30,2000,500,20,True,PC,3,17,72,2024-03-22 08:29:24.348776,0
31,2000,500,20,True,PC,3,17,72,2024-03-22 08:29:24.382639,0
30,2000,500,20,True,PC,3,17,72,2024-03-22 08:29:24.415436,0
30,2000,500,20,True,PC,0,17,69,2024-03-22 08:29:24.447330,0
30,2000,500,20,True,PC,3,17,72,2024-03-22 08:29:24.478458,0
28,2000,500,20,True,PC,0,17,69,2024-03-22 08:29:24.508245,0
30,2000,500,20,True,PC,6,17,74,2024-03-22 08:29:24.539821,0
27,2000,500,20,True,PC,0,17,69,2024-03-22 08:29:24.570543,0
30,2000,500,20,True,PC,0,17,69,2024-03-22 08:29:24.603059,0
149,2000,500,20,False,PC,0,17,70,2024-03-22 08:29:24.755063,0
211,2000,500,20,False,PC,3,17,72,2024-03-22 08:29:24.969435,0
144,2000,500,20,False,PC,0,17,70,2024-03-22 08:29:25.115667,0
142,2000,500,20,False,PC,0,17,69,2024-03-22 08:29:25.260121,0
164,2000,500,20,False,PC,0,17,70,2024-03-22 08:29:25.427147,0
145,2000,500,20,False,PC,0,17,69,2024-03-22 08:29:25.574987,0
144,2000,500,20,False,PC,0,17,70,2024-03-22 08:29:25.721814,0
148,2000,500,20,False,PC,0,17,69,2024-03-22 08:29:25.873142,0
144,2000,500,20,False,PC,0,17,69,2024-03-22 08:29:26.020084,0
149,2000,500,20,False,PC,1,17,70,2024-03-22 08:29:26.172286,0
565,2000,100,1,True,PC,0,17,69,2024-03-22 08:29:26.739766,0
21,2000,100,1,True,PC,6,17,74,2024-03-22 08:29:26.763771,0
21,2000,100,1,True,PC,6,17,74,2024-03-22 08:29:26.785777,0
21,2000,100,1,True,PC,6,17,74,2024-03-22 08:29:26.808768,0
23,2000,100,1,True,PC,3,17,72,2024-03-22 08:29:26.833175,0
22,2000,100,1,True,PC,0,17,69,2024-03-22 08:29:26.857193,0
23,2000,100,1,True,PC,3,17,72,2024-03-22 08:29:26.881440,0
21,2000,100,1,True,PC,0,17,69,2024-03-22 08:29:26.903445,0
21,2000,100,1,True,PC,0,17,69,2024-03-22 08:29:26.926949,0
23,2000,100,1,True,PC,0,17,69,2024-03-22 08:29:26.950955,0
546,2000,100,1,False,PC,0,17,69,2024-03-22 08:29:27.499556,0
531,2000,100,1,False,PC,0,17,69,2024-03-22 08:29:28.034384,0
542,2000,100,1,False,PC,0,17,69,2024-03-22 08:29:28.578762,0
537,2000,100,1,False,PC,0,17,69,2024-03-22 08:29:29.118574,0
546,2000,100,1,False,PC,0,17,69,2024-03-22 08:29:29.667594,0
556,2000,100,1,False,PC,0,17,69,2024-03-22 08:29:30.226121,0
543,2000,100,1,False,PC,0,17,69,2024-03-22 08:29:30.771719,0
526,2000,100,1,False,PC,0,17,69,2024-03-22 08:29:31.300037,0
549,2000,100,1,False,PC,0,17,69,2024-03-22 08:29:31.851968,0
531,2000,100,1,False,PC,0,17,69,2024-03-22 08:29:32.386513,0
564,2000,100,5,True,PC,0,17,69,2024-03-22 08:29:32.953362,0
24,2000,100,5,True,PC,0,17,69,2024-03-22 08:29:32.980078,0
26,2000,100,5,True,PC,0,17,69,2024-03-22 08:29:33.007511,0
25,2000,100,5,True,PC,0,17,69,2024-03-22 08:29:33.034067,0
26,2000,100,5,True,PC,0,17,69,2024-03-22 08:29:33.062111,0
25,2000,100,5,True,PC,3,17,72,2024-03-22 08:29:33.088294,0
26,2000,100,5,True,PC,3,17,72,2024-03-22 08:29:33.116297,0
25,2000,100,5,True,PC,0,17,69,2024-03-22 08:29:33.143807,0
25,2000,100,5,True,PC,0,17,69,2024-03-22 08:29:33.170608,0
26,2000,100,5,True,PC,0,17,69,2024-03-22 08:29:33.198496,0
553,2000,100,5,False,PC,0,17,69,2024-03-22 08:29:33.755615,0
554,2000,100,5,False,PC,0,17,69,2024-03-22 08:29:34.312000,0
537,2000,100,5,False,PC,0,17,69,2024-03-22 08:29:34.852716,0
559,2000,100,5,False,PC,0,17,69,2024-03-22 08:29:35.414888,0
528,2000,100,5,False,PC,0,17,69,2024-03-22 08:29:35.945149,0
565,2000,100,5,False,PC,1,17,70,2024-03-22 08:29:36.512954,0
561,2000,100,5,False,PC,5,17,74,2024-03-22 08:29:37.076894,0
532,2000,100,5,False,PC,0,17,69,2024-03-22 08:29:37.611778,0
542,2000,100,5,False,PC,1,17,71,2024-03-22 08:29:38.156427,0
542,2000,100,5,False,PC,0,17,69,2024-03-22 08:29:38.701386,0
530,2000,100,10,True,PC,0,17,69,2024-03-22 08:29:39.235045,0
28,2000,100,10,True,PC,0,17,69,2024-03-22 08:29:39.264078,0
29,2000,100,10,True,PC,3,17,72,2024-03-22 08:29:39.294131,0
29,2000,100,10,True,PC,3,17,72,2024-03-22 08:29:39.324198,0
27,2000,100,10,True,PC,0,17,69,2024-03-22 08:29:39.351751,0
27,2000,100,10,True,PC,0,17,69,2024-03-22 08:29:39.380787,0
27,2000,100,10,True,PC,0,17,69,2024-03-22 08:29:39.408794,0
26,2000,100,10,True,PC,6,17,74,2024-03-22 08:29:39.436299,0
27,2000,100,10,True,PC,3,17,72,2024-03-22 08:29:39.465858,0
28,2000,100,10,True,PC,0,17,69,2024-03-22 08:29:39.494999,0
562,2000,100,10,False,PC,0,17,69,2024-03-22 08:29:40.059720,0
527,2000,100,10,False,PC,0,17,69,2024-03-22 08:29:40.589238,0
538,2000,100,10,False,PC,0,17,69,2024-03-22 08:29:41.130968,0
566,2000,100,10,False,PC,0,17,69,2024-03-22 08:29:41.700818,0
552,2000,100,10,False,PC,0,17,69,2024-03-22 08:29:42.255011,0
536,2000,100,10,False,PC,1,17,71,2024-03-22 08:29:42.795192,0
555,2000,100,10,False,PC,0,17,69,2024-03-22 08:29:43.352678,0
578,2000,100,10,False,PC,0,17,69,2024-03-22 08:29:43.933218,0
552,2000,100,10,False,PC,0,17,69,2024-03-22 08:29:44.487827,0
537,2000,100,10,False,PC,0,17,70,2024-03-22 08:29:45.027729,0
554,2000,100,20,True,PC,0,17,69,2024-03-22 08:29:45.585090,0
30,2000,100,20,True,PC,0,17,69,2024-03-22 08:29:45.617240,0
30,2000,100,20,True,PC,0,17,69,2024-03-22 08:29:45.648792,0
30,2000,100,20,True,PC,0,17,69,2024-03-22 08:29:45.680213,0
30,2000,100,20,True,PC,0,17,69,2024-03-22 08:29:45.711724,0
29,2000,100,20,True,PC,0,17,69,2024-03-22 08:29:45.742296,0
30,2000,100,20,True,PC,3,17,72,2024-03-22 08:29:45.774182,0
31,2000,100,20,True,PC,3,17,72,2024-03-22 08:29:45.808051,0
30,2000,100,20,True,PC,3,17,72,2024-03-22 08:29:45.840039,0
28,2000,100,20,True,PC,3,17,72,2024-03-22 08:29:45.870481,0
558,2000,100,20,False,PC,0,17,69,2024-03-22 08:29:46.431092,0
523,2000,100,20,False,PC,0,17,69,2024-03-22 08:29:46.956628,0
635,2000,100,20,False,PC,1,17,70,2024-03-22 08:29:47.593934,0
562,2000,100,20,False,PC,0,17,69,2024-03-22 08:29:48.159653,0
573,2000,100,20,False,PC,0,17,69,2024-03-22 08:29:48.735631,0
522,2000,100,20,False,PC,0,17,69,2024-03-22 08:29:49.260266,0
564,2000,100,20,False,PC,0,17,69,2024-03-22 08:29:49.828246,0
541,2000,100,20,False,PC,0,17,69,2024-03-22 08:29:50.372226,0
558,2000,100,20,False,PC,0,17,69,2024-03-22 08:29:50.932491,0
538,2000,100,20,False,PC,0,17,69,2024-03-22 08:29:51.472810,0
1033,2000,50,1,True,PC,0,17,69,2024-03-22 08:29:52.508696,0
22,2000,50,1,True,PC,3,17,72,2024-03-22 08:29:52.532805,0
23,2000,50,1,True,PC,6,17,74,2024-03-22 08:29:52.557605,0
22,2000,50,1,True,PC,3,17,72,2024-03-22 08:29:52.581106,0
23,2000,50,1,True,PC,6,17,74,2024-03-22 08:29:52.605507,0
23,2000,50,1,True,PC,0,17,69,2024-03-22 08:29:52.629519,0
23,2000,50,1,True,PC,0,17,69,2024-03-22 08:29:52.654024,0
23,2000,50,1,True,PC,0,17,69,2024-03-22 08:29:52.678029,0
23,2000,50,1,True,PC,0,17,69,2024-03-22 08:29:52.702035,0
23,2000,50,1,True,PC,0,17,69,2024-03-22 08:29:52.726058,0
1010,2000,50,1,False,PC,0,17,69,2024-03-22 08:29:53.739790,0
1033,2000,50,1,False,PC,0,17,69,2024-03-22 08:29:54.775754,0
1026,2000,50,1,False,PC,0,17,70,2024-03-22 08:29:55.804586,0
1180,2000,50,1,False,PC,0,17,69,2024-03-22 08:29:56.986698,0
1724,2000,50,1,False,PC,0,17,69,2024-03-22 08:29:58.713228,0
1000,2000,50,1,False,PC,0,17,69,2024-03-22 08:29:59.715724,0
1029,2000,50,1,False,PC,0,17,69,2024-03-22 08:30:00.747253,0
1049,2000,50,1,False,PC,0,17,69,2024-03-22 08:30:01.799080,0
1013,2000,50,1,False,PC,0,17,70,2024-03-22 08:30:02.814193,0
1020,2000,50,1,False,PC,0,17,69,2024-03-22 08:30:03.836903,0
1026,2000,50,5,True,PC,0,17,69,2024-03-22 08:30:04.865602,0
25,2000,50,5,True,PC,3,17,72,2024-03-22 08:30:04.893608,0
26,2000,50,5,True,PC,6,17,74,2024-03-22 08:30:04.921054,0
24,2000,50,5,True,PC,0,17,69,2024-03-22 08:30:04.947484,0
24,2000,50,5,True,PC,0,17,69,2024-03-22 08:30:04.973016,0
25,2000,50,5,True,PC,0,17,69,2024-03-22 08:30:05.000396,0
25,2000,50,5,True,PC,0,17,69,2024-03-22 08:30:05.026402,0
25,2000,50,5,True,PC,0,17,69,2024-03-22 08:30:05.053195,0
25,2000,50,5,True,PC,0,17,69,2024-03-22 08:30:05.080235,0
25,2000,50,5,True,PC,0,17,69,2024-03-22 08:30:05.106597,0
1054,2000,50,5,False,PC,0,17,69,2024-03-22 08:30:06.163488,0
994,2000,50,5,False,PC,0,17,69,2024-03-22 08:30:07.160259,0
1062,2000,50,5,False,PC,0,17,69,2024-03-22 08:30:08.225179,0
1037,2000,50,5,False,PC,0,17,69,2024-03-22 08:30:09.264658,0
1029,2000,50,5,False,PC,0,17,69,2024-03-22 08:30:10.295883,0
1035,2000,50,5,False,PC,0,17,69,2024-03-22 08:30:11.333226,0
1068,2000,50,5,False,PC,0,17,69,2024-03-22 08:30:12.403522,0
1061,2000,50,5,False,PC,0,17,69,2024-03-22 08:30:13.466657,0
990,2000,50,5,False,PC,0,17,69,2024-03-22 08:30:14.460407,0
1069,2000,50,5,False,PC,0,17,69,2024-03-22 08:30:15.532813,0
1009,2000,50,10,True,PC,0,17,69,2024-03-22 08:30:16.544189,0
27,2000,50,10,True,PC,0,17,69,2024-03-22 08:30:16.574724,0
27,2000,50,10,True,PC,6,17,74,2024-03-22 08:30:16.604731,0
26,2000,50,10,True,PC,0,17,69,2024-03-22 08:30:16.633738,0
28,2000,50,10,True,PC,3,17,72,2024-03-22 08:30:16.662769,0
27,2000,50,10,True,PC,6,17,74,2024-03-22 08:30:16.691276,0
28,2000,50,10,True,PC,0,17,69,2024-03-22 08:30:16.720283,0
28,2000,50,10,True,PC,0,17,69,2024-03-22 08:30:16.750371,0
27,2000,50,10,True,PC,4,17,73,2024-03-22 08:30:16.780043,0
27,2000,50,10,True,PC,3,17,72,2024-03-22 08:30:16.809337,0
1028,2000,50,10,False,PC,0,17,69,2024-03-22 08:30:17.841423,0
1022,2000,50,10,False,PC,0,17,69,2024-03-22 08:30:18.865974,0
1038,2000,50,10,False,PC,0,17,69,2024-03-22 08:30:19.906529,0
1024,2000,50,10,False,PC,0,17,69,2024-03-22 08:30:20.933985,0
1012,2000,50,10,False,PC,0,17,69,2024-03-22 08:30:21.948419,0
1017,2000,50,10,False,PC,0,17,69,2024-03-22 08:30:22.968073,0
1044,2000,50,10,False,PC,0,17,69,2024-03-22 08:30:24.015809,0
1011,2000,50,10,False,PC,0,17,69,2024-03-22 08:30:25.029109,0
1039,2000,50,10,False,PC,0,17,69,2024-03-22 08:30:26.071302,0
1013,2000,50,10,False,PC,0,17,69,2024-03-22 08:30:27.086525,0
1061,2000,50,20,True,PC,0,17,69,2024-03-22 08:30:28.150475,0
32,2000,50,20,True,PC,0,17,69,2024-03-22 08:30:28.184575,0
29,2000,50,20,True,PC,0,17,69,2024-03-22 08:30:28.215105,0
28,2000,50,20,True,PC,0,17,69,2024-03-22 08:30:28.245131,0
30,2000,50,20,True,PC,6,17,74,2024-03-22 08:30:28.277135,0
29,2000,50,20,True,PC,0,17,69,2024-03-22 08:30:28.307679,0
30,2000,50,20,True,PC,0,17,69,2024-03-22 08:30:28.338686,0
29,2000,50,20,True,PC,0,17,69,2024-03-22 08:30:28.369967,0
30,2000,50,20,True,PC,3,17,72,2024-03-22 08:30:28.402843,0
30,2000,50,20,True,PC,0,17,69,2024-03-22 08:30:28.433968,0
1045,2000,50,20,False,PC,0,17,69,2024-03-22 08:30:29.482680,0
1116,2000,50,20,False,PC,0,17,69,2024-03-22 08:30:30.602548,0
1027,2000,50,20,False,PC,0,17,69,2024-03-22 08:30:31.631883,0
1079,2000,50,20,False,PC,0,17,69,2024-03-22 08:30:32.714147,0
1017,2000,50,20,False,PC,0,17,69,2024-03-22 08:30:33.733931,0
1054,2000,50,20,False,PC,0,17,69,2024-03-22 08:30:34.790124,0
1022,2000,50,20,False,PC,0,17,69,2024-03-22 08:30:35.815299,0
1146,2000,50,20,False,PC,0,17,69,2024-03-22 08:30:36.964509,0
1010,2000,50,20,False,PC,0,17,69,2024-03-22 08:30:37.977702,0
1010,2000,50,20,False,PC,0,17,69,2024-03-22 08:30:38.990299,0
